"","kegg_id","gene_name","gene_path"
"LB10_fxndf.K00161","K00161","pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]","Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Environmental Information Processing; Signal transduction; HIF-1 signaling pathway | Organismal Systems; Endocrine system; Glucagon signaling pathway | Human Diseases; Cancers: Overview; Central carbon metabolism in cancer"
"LB10_fxndf.K00162","K00162","pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]","Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Environmental Information Processing; Signal transduction; HIF-1 signaling pathway | Organismal Systems; Endocrine system; Glucagon signaling pathway | Human Diseases; Cancers: Overview; Central carbon metabolism in cancer"
"LB10_fxndf.K00163","K00163","pyruvate dehydrogenase E1 component [EC:1.2.4.1]","Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism"
"LB10_fxndf.K00164","K00164","2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]","Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Amino acid metabolism; Lysine degradation | Metabolism; Amino acid metabolism; Tryptophan metabolism"
"LB10_fxndf.K00166","K00166","2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]","Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation"
"LB10_fxndf.K00167","K00167","2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]","Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation"
"LB10_fxndf.K00171","K00171","pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]","Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Metabolism; Energy metabolism; Methane metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Nitrotoluene degradation"
"LB10_fxndf.K00174","K00174","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]","Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes"
"LB10_fxndf.K00175","K00175","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]","Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes"
"LB10_fxndf.K00176","K00176","2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]","Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes"
"LB10_fxndf.K00179","K00179","indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"LB10_fxndf.K00180","K00180","indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"LB10_fxndf.K00184","K00184","prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit","Not Included in Pathway or Brite; Unclassified: metabolism; Energy metabolism"
"LB10_fxndf.K00185","K00185","prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit","Not Included in Pathway or Brite; Unclassified: metabolism; Energy metabolism"
"LB10_fxndf.K00200","K00200","formylmethanofuran dehydrogenase subunit A [EC:1.2.7.12]","Metabolism; Energy metabolism; Methane metabolism"
"LB10_fxndf.K00201","K00201","formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12]","Metabolism; Energy metabolism; Methane metabolism"
"LB10_fxndf.K00202","K00202","formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12]","Metabolism; Energy metabolism; Methane metabolism"
"LB10_fxndf.K00208","K00208","enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]","Metabolism; Lipid metabolism; Fatty acid biosynthesis | Metabolism; Metabolism of cofactors and vitamins; Biotin metabolism | Metabolism; Biosynthesis of other secondary metabolites; Prodigiosin biosynthesis | Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins"
"LB10_fxndf.K00209","K00209","enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]","Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Lipid metabolism; Fatty acid biosynthesis | Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins"
"LB10_fxndf.K00210","K00210","prephenate dehydrogenase [EC:1.3.1.12]","Metabolism; Amino acid metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Novobiocin biosynthesis"
"LB10_fxndf.K00215","K00215","4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]","Metabolism; Amino acid metabolism; Lysine biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Monobactam biosynthesis"
"LB10_fxndf.K00216","K00216","2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]","Metabolism; Metabolism of terpenoids and polyketides; Biosynthesis of siderophore group nonribosomal peptides"
"LB10_fxndf.K00217","K00217","maleylacetate reductase [EC:1.3.1.32]","Metabolism; Xenobiotics biodegradation and metabolism; Benzoate degradation | Metabolism; Xenobiotics biodegradation and metabolism; Fluorobenzoate degradation | Metabolism; Xenobiotics biodegradation and metabolism; Chlorocyclohexane and chlorobenzene degradation | Metabolism; Xenobiotics biodegradation and metabolism; Toluene degradation"
"LB10_fxndf.K00218","K00218","protochlorophyllide reductase [EC:1.3.1.33]","Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism"
"LB10_fxndf.K00219","K00219","2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"LB10_fxndf.K00220","K00220","cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]","Metabolism; Amino acid metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Novobiocin biosynthesis"
"LB10_fxndf.K00226","K00226","dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]","Metabolism; Nucleotide metabolism; Pyrimidine metabolism"
"LB10_fxndf.K00227","K00227","Delta7-sterol 5-desaturase [EC:1.14.19.20]","Metabolism; Lipid metabolism; Steroid biosynthesis"
"LB10_fxndf.K00228","K00228","coproporphyrinogen III oxidase [EC:1.3.3.3]","Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism"
"LB10_fxndf.K00230","K00230","menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]","Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism"
"LB10_fxndf.K00231","K00231","protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]","Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism"
"LB10_fxndf.K00232","K00232","acyl-CoA oxidase [EC:1.3.3.6]","Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Lipid metabolism; alpha-Linolenic acid metabolism | Metabolism; Lipid metabolism; Biosynthesis of unsaturated fatty acids | Environmental Information Processing; Signal transduction; cAMP signaling pathway | Cellular Processes; Transport and catabolism; Peroxisome | Organismal Systems; Endocrine system; PPAR signaling pathway"
"LB10_fxndf.K00234","K00234","succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]","Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Energy metabolism; Oxidative phosphorylation | Organismal Systems; Environmental adaptation; Thermogenesis | Human Diseases; Neurodegenerative diseases; Alzheimer disease | Human Diseases; Neurodegenerative diseases; Parkinson disease | Human Diseases; Neurodegenerative diseases; Huntington disease | Human Diseases; Endocrine and metabolic diseases; Non-alcoholic fatty liver disease (NAFLD)"
"LB10_fxndf.K00239","K00239","succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]","Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Human Diseases; Infectious diseases: Bacterial; Legionellosis"
"LB10_fxndf.K00240","K00240","succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]","Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes"
"LB10_fxndf.K00241","K00241","succinate dehydrogenase / fumarate reductase, cytochrome b subunit","Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes"
"LB10_fxndf.K00242","K00242","succinate dehydrogenase / fumarate reductase, membrane anchor subunit","Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes"
"LB10_fxndf.K00243","K00243","uncharacterized protein","Not Included in Pathway or Brite; Poorly characterized; Function unknown"
"LB10_fxndf.K00244","K00244","fumarate reductase flavoprotein subunit [EC:1.3.5.4]","Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Environmental Information Processing; Signal transduction; Two-component system"
"LB10_fxndf.K00245","K00245","fumarate reductase iron-sulfur subunit [EC:1.3.5.4]","Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Environmental Information Processing; Signal transduction; Two-component system"
"LB10_fxndf.K00246","K00246","fumarate reductase subunit C","Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Environmental Information Processing; Signal transduction; Two-component system"
"LB10_fxndf.K00247","K00247","fumarate reductase subunit D","Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Environmental Information Processing; Signal transduction; Two-component system"
"LB10_fxndf.K00248","K00248","butyryl-CoA dehydrogenase [EC:1.3.8.1]","Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation"
"LB10_fxndf.K00249","K00249","acyl-CoA dehydrogenase [EC:1.3.8.7]","Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Metabolism; Metabolism of other amino acids; beta-Alanine metabolism | Organismal Systems; Endocrine system; PPAR signaling pathway"
"LB10_fxndf.K00252","K00252","glutaryl-CoA dehydrogenase [EC:1.3.8.6]","Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Amino acid metabolism; Lysine degradation | Metabolism; Amino acid metabolism; Tryptophan metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Benzoate degradation"
"LB10_fxndf.K00253","K00253","isovaleryl-CoA dehydrogenase [EC:1.3.8.4]","Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation"
"LB10_fxndf.K00254","K00254","dihydroorotate dehydrogenase [EC:1.3.5.2]","Metabolism; Nucleotide metabolism; Pyrimidine metabolism"
"LB10_fxndf.K00255","K00255","long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]","Metabolism; Lipid metabolism; Fatty acid degradation | Organismal Systems; Endocrine system; PPAR signaling pathway"
"LB10_fxndf.K00256","K00256","isoquinoline 1-oxidoreductase [EC:1.3.99.16]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"LB10_fxndf.K00259","K00259","alanine dehydrogenase [EC:1.4.1.1]","Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism | Metabolism; Metabolism of other amino acids; Taurine and hypotaurine metabolism"
"LB10_fxndf.K00261","K00261","glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]","Metabolism; Energy metabolism; Nitrogen metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism | Metabolism; Amino acid metabolism; Arginine biosynthesis | Metabolism; Metabolism of other amino acids; D-Glutamine and D-glutamate metabolism | Cellular Processes; Cell growth and death; Necroptosis | Organismal Systems; Excretory system; Proximal tubule bicarbonate reclamation | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome"
"LB10_fxndf.K00262","K00262","glutamate dehydrogenase (NADP+) [EC:1.4.1.4]","Metabolism; Energy metabolism; Nitrogen metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism | Metabolism; Amino acid metabolism; Arginine biosynthesis"
"LB10_fxndf.K00263","K00263","leucine dehydrogenase [EC:1.4.1.9]","Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine biosynthesis"
"LB10_fxndf.K00264","K00264","glutamate synthase (NADH) [EC:1.4.1.14]","Metabolism; Energy metabolism; Nitrogen metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism"
"LB10_fxndf.K00265","K00265","glutamate synthase (NADPH) large chain [EC:1.4.1.13]","Metabolism; Energy metabolism; Nitrogen metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism | Brite Hierarchies; Protein families: metabolism; Peptidases"
"LB10_fxndf.K00266","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]","Metabolism; Energy metabolism; Nitrogen metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism"
"LB10_fxndf.K00273","K00273","D-amino-acid oxidase [EC:1.4.3.3]","Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism | Metabolism; Amino acid metabolism; Arginine and proline metabolism | Metabolism; Metabolism of other amino acids; D-Arginine and D-ornithine metabolism | Metabolism; Biosynthesis of other secondary metabolites; Penicillin and cephalosporin biosynthesis | Cellular Processes; Transport and catabolism; Peroxisome"
"LB10_fxndf.K00274","K00274","monoamine oxidase [EC:1.4.3.4]","Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism | Metabolism; Amino acid metabolism; Arginine and proline metabolism | Metabolism; Amino acid metabolism; Histidine metabolism | Metabolism; Amino acid metabolism; Tyrosine metabolism | Metabolism; Amino acid metabolism; Phenylalanine metabolism | Metabolism; Amino acid metabolism; Tryptophan metabolism | Metabolism; Biosynthesis of other secondary metabolites; Isoquinoline alkaloid biosynthesis | Metabolism; Xenobiotics biodegradation and metabolism; Drug metabolism - cytochrome P450 | Organismal Systems; Nervous system; Dopaminergic synapse | Organismal Systems; Nervous system; Serotonergic synapse | Human Diseases; Substance dependence; Cocaine addiction | Human Diseases; Substance dependence; Amphetamine addiction | Human Diseases; Substance dependence; Alcoholism"
